Title,Description_URL,Exercise_Image,Exercise_Image1,muscle_gp_details,equipment_details,equipment,muscle_group
Kettlebell alternating renegade row,https://www.bodybuilding.com/exercises/alternating-renegade-row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11k-kettlebell-alternating-renegade-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11k-kettlebell-alternating-renegade-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,Middle Back
Kettlebell pass-through lunge,https://www.bodybuilding.com/exercises/lunge-pass-through,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-57k-kettlebell-pass-through-lunge-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-57k-kettlebell-pass-through-lunge-m4-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,Hamstrings
Kettlebell pirate ship,,,,,,,Shoulders
Kettlebell plyo push-up,,,,,,,Chest
Kettlebell side squat,,,,,,,Quadriceps
Kettlebell sumo deadlift high pull,https://www.bodybuilding.com/exercises/kettlebell-sumo-high-pull,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-49k-kettlebell-sumo-deadlift-high-pull-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-49k-kettlebell-sumo-deadlift-high-pull-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/traps,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,Traps
Kettlebell thruster,https://www.bodybuilding.com/exercises/kettlebell-thruster,,,https://www.bodybuilding.com/exercises/muscle/glutes,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,Glutes
Kipping Muscle Up,,,,,,,Lats
Knee Across The Body,,,,,,,Glutes
Knee Circles,,,,,,,Calves
Knee Tuck Jump,,,,,,,Hamstrings
Kneeling Arm Drill,,,,,,,Shoulders
Kneeling Cable Crunch With Alternating Oblique Twists,https://www.bodybuilding.com/exercises/kneeling-cable-crunch-with-alternating-oblique-twists,,,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/finder,Cables,Abdominals
Kneeling Forearm Stretch,,,,,,,Forearms
Kneeling Jump Squat,,,,,,,Glutes
Kneeling Squat,https://www.bodybuilding.com/exercises/kneeling-squat,https://www.bodybuilding.com/exercises/exerciseImages/sequences/697/Male/m/697_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/697/Male/m/697_2.jpg,https://www.bodybuilding.com/exercises/muscle/glutes,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Glutes
Kneeling cable crunch,https://www.bodybuilding.com/exercises/cable-crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-35c-kneeling-cable-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-35c-kneeling-cable-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Abdominals
Kneeling cable oblique crunch,https://www.bodybuilding.com/exercises/oblique-cable-crunch,,,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Abdominals
Kneeling cable oblique crunch,https://www.bodybuilding.com/exercises/oblique-cable-crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-36c-kneeling-cable-oblique-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-36c-kneeling-cable-oblique-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Abdominals
Kneeling cable triceps extension,https://www.bodybuilding.com/exercises/kneeling-cable-triceps-extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Triceps
Kneeling hip flexor stretch,,,,,,,Quadriceps
Kneeling lat pull-down,,,,,,,Lats
Knees tucked crunch,https://www.bodybuilding.com/exercises/tuck-crunch,,,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Abdominals
L Hold,,,,,,,Null
Landmine Linear Jammer,,,,,,,Shoulders
Landmine twist,https://www.bodybuilding.com/exercises/landmine-180s,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-129s-landmine-twist-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-129s-landmine-twist-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,Abdominals
Lat Pull Down (Leaning Back),,,,,,,Null
Lat Pull Down (Straight Back),,,,,,,Null
Lat pull-down,https://www.bodybuilding.com/exercises/wide-grip-lat-pulldown,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-72c-lat-pull-down-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/lats,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Lats
Lateral Raise - With Bands,,,,,,,Shoulders
Lateral Raises,,,,,,,Null
"Lateral Raises on Cable, One Armed",,,,,,,Null
Lateral Speed Step,,,,,,,Quadriceps
Lateral hop-,,,,,,,Adductors
Lateral lunge,,,,,,,Quadriceps
Lateral-to-Front Raises,,,,,,,Null
Latissimus dorsi SMR,,,,,,,Lats
Leg Curl,,,,,,,Null
Leg Curls (laying),,,,,,,Null
Leg Curls (sitting),,,,,,,Null
Leg Curls (standing),,,,,,,Null
Leg Extension,,,,,,,Null
Leg Extension,,,,,,,Null
Leg Extension,,,,,,,Null
Leg Extensions,https://www.bodybuilding.com/exercises/leg-extensions,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18m-leg-extension-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18m-leg-extension-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Quadriceps
Leg Press,https://www.bodybuilding.com/exercises/leg-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-44m-leg-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-44m-leg-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Quadriceps
Leg Press on Hackenschmidt Machine,,,,,,,Null
Leg Presses (narrow),,,,,,,Null
Leg Presses (wide),,,,,,,Null
Leg Pull-In,,,,,,,Abdominals
Leg Raise,,,,,,,Null
"Leg Raises, Lying",,,,,,,Null
"Leg Raises, Standing",,,,,,,Null
Leg-Over Floor Press,,,,,,,Chest
Leg-Up Hamstring Stretch,,,,,,,Hamstrings
Leverage Chest Press,https://www.bodybuilding.com/exercises/leverage-chest-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-65m-machine-chest-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-65m-machine-chest-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Chest
Leverage Decline Chest Press,https://www.bodybuilding.com/exercises/leverage-decline-chest-press,,,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Chest
Leverage High Row,,,,,,,Middle Back
Leverage Incline Chest Press,https://www.bodybuilding.com/exercises/leverage-incline-chest-press,https://www.bodybuilding.com/exercises/exerciseImages/sequences/893/Male/m/893_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/893/Male/m/893_2.jpg,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Chest
Leverage Machine Chest Press,,,,,,,Null
Leverage Machine Iso Row,,,,,,,Null
Leverage Shrug,https://www.bodybuilding.com/exercises/leverage-shrug,https://www.bodybuilding.com/exercises/exerciseImages/sequences/898/Male/m/898_1.jpg,https://www.bodybuilding.com/images/2020/xdb/898_2.jpg,https://www.bodybuilding.com/exercises/muscle/traps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Traps
Linear Acceleration Wall Drill,https://www.bodybuilding.com/exercises/linear-acceleration-wall-drill,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Hamstrings
Long-Pulley (low Row),,,,,,,Null
"Long-Pulley, Narrow",,,,,,,Null
Looking At Ceiling,,,,,,,Quadriceps
Low Box Squat - Wide Stance,,,,,,,Null
Low Cable Triceps Extension,,,,,,,Triceps
Low cable overhead triceps extension,https://www.bodybuilding.com/exercises/triceps-overhead-extension-with-rope,,,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Triceps
Low-cable cross-over,https://www.bodybuilding.com/exercises/low-cable-crossover,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-5c-low-cable-cross-over-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-5c-low-cable-cross-over-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Chest
Lower Back Curl,,,,,,,Abdominals
Lower back SMR,,,,,,,Lower Back
Lying Bent Leg Groin,,,,,,,Adductors
Lying Close-Grip Bar Curl On High Pulley,,,,,,,Biceps
Lying Close-Grip Barbell Triceps Press To Chin,,,,,,,Triceps
Lying Face Down Plate Neck Resistance,https://www.bodybuilding.com/exercises/lying-face-down-plate-neck-resistance,,,https://www.bodybuilding.com/exercises/muscle/neck,https://www.bodybuilding.com/exercises/equipment/other,Other,Neck
Lying Face Up Plate Neck Resistance,https://www.bodybuilding.com/exercises/lying-face-up-plate-neck-resistance,https://www.bodybuilding.com/exercises/exerciseImages/sequences/26/Male/m/26_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/26/Male/m/26_2.jpg,https://www.bodybuilding.com/exercises/muscle/neck,https://www.bodybuilding.com/exercises/equipment/other,Other,Neck
Lying Glute,,,,,,,Glutes
Lying Hamstring,,,,,,,Hamstrings
Lying High Bench Barbell Curl,,,,,,,Biceps
Lying Leg Curls,https://www.bodybuilding.com/exercises/lying-leg-curls,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20m-lying-leg-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20m-lying-leg-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Hamstrings
Lying Machine Squat,,,,,,,Quadriceps
Lying Rotator Cuff Exercise,,,,,,,Null
Lying Supine Dumbbell Curl,,,,,,,Biceps
Lying T-Bar Row,,,,,,,Middle Back
Lying bench reverse crunch,,,,,,,Abdominals
Lying cable biceps curl,,,,,,,Biceps
Lying cable chest fly,,,,,,,Chest
Lying cable triceps extension,https://www.bodybuilding.com/exercises/cable-lying-triceps-extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Triceps
Lying cable triceps extension,https://www.bodybuilding.com/exercises/cable-lying-triceps-extension,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-62c-lying-cable-triceps-extension-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-62c-lying-cable-triceps-extension-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Triceps
Lying glute stretch,,,,,,,Glutes
Lying groin stretch with band,,,,,,,Hamstrings
Lying hamstring stretch with band,,,,,,,Hamstrings
Lying oblique crunch,,,,,,,Abdominals
Lying quad stretch with band,,,,,,,Quadriceps
Lying rear delt fly,,,,,,,Shoulders
MGM Machine,,,,,,,Null
Machine Bicep Curl,https://www.bodybuilding.com/exercises/machine-bicep-curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/899/Male/m/899_2.jpg,,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Biceps
Machine Bicep Curl,https://www.bodybuilding.com/exercises/machine-bicep-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Biceps
Machine Lateral Raise,,,,,,,Shoulders
Machine Preacher Curls,,,,,,,Biceps
Machine Shoulder (Military) Press,,,,,,,Shoulders
Machine Squat,https://www.bodybuilding.com/exercises/machine-squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Quadriceps
Machine Triceps Extension,,,,,,,Triceps
Machine chest press,,,,,,,Chest
Machine seated row,https://www.bodybuilding.com/exercises/leverage-iso-row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-91m-machine-seated-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-91m-machine-seated-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Lats
Machine shoulder press,https://www.bodybuilding.com/exercises/leverage-shoulder-press,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Shoulders
Machine-assisted pull-up,,,,,,,Lats
Man-maker,https://www.bodybuilding.com/exercises/man-maker,,,https://www.bodybuilding.com/exercises/muscle/middle-back,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Middle Back
Medicine Ball Chest Pass,,,,,,,Chest
Medicine ball rotational throw,,,,,,,Abdominals
Medicine ball scoop throw,,,,,,,Shoulders
Medicine ball slam,,,,,,,Lats
Medicine ball sprawl to chest press,,,,,,,Chest
Middle Back Shrug,https://www.bodybuilding.com/exercises/middle-back-shrug,,,https://www.bodybuilding.com/exercises/muscle/middle-back,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Middle Back
Middle Back Stretch,,,,,,,Middle Back
Military Press,,,,,,,Null
Military Press,,,,,,,Null
Military press,https://www.bodybuilding.com/exercises/standing-military-press,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Shoulders
Mixed Grip Chin,,,,,,,Middle Back
Monster Walk,,,,,,,Abductors
Mountain climber,https://www.bodybuilding.com/exercises/mountain-climbers,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-201a-mountain-climber-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-201a-mountain-climber-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Abdominals
Moving Claw Series,,,,,,,Hamstrings
Muscle Up,https://www.bodybuilding.com/exercises/muscle-up,,,https://www.bodybuilding.com/exercises/muscle/lats,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Lats
Muscle up,,,,,,,Null
Narrow Stance Hack Squats,https://www.bodybuilding.com/exercises/narrow-stance-hack-squats,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Quadriceps
Narrow-stance leg press,https://www.bodybuilding.com/exercises/narrow-stance-leg-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-46m-wide-stance-leg-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-46m-wide-stance-leg-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Quadriceps
Narrow-stance squat,https://www.bodybuilding.com/exercises/narrow-stance-squats,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Quadriceps
Narrow-stance squat,https://www.bodybuilding.com/exercises/narrow-stance-squats,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-30a-narrow-stance-squat-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-30a-narrow-stance-squat-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Quadriceps
Natural Glute Ham Raise,https://www.bodybuilding.com/exercises/natural-glute-ham-raise,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Hamstrings
Neck Press,https://www.bodybuilding.com/exercises/neck-press,,,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Chest
Neck-SMR,,,,,,,Neck
Negative Crunches,,,,,,,Null
Neutral-grip dumbbell bench press,https://www.bodybuilding.com/exercises/dumbbell-bench-press-with-neutral-grip,,,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Chest
Neutral-grip pull-up,,,,,,,Lats
Olympic Squat,https://www.bodybuilding.com/exercises/olympic-squat-,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Quadriceps
On Your Side Quad Stretch,,,,,,,Quadriceps
On-Your-Back Quad Stretch,,,,,,,Quadriceps
One Arm Against Wall,,,,,,,Lats
One Arm Chin-Up,,,,,,,Middle Back
One Arm Floor Press,,,,,,,Triceps
One Arm Pronated Dumbbell Triceps Extension,https://www.bodybuilding.com/exercises/one-arm-pronated-dumbbell-triceps-extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Triceps
One Arm Supinated Dumbbell Triceps Extension,https://www.bodybuilding.com/exercises/one-arm-supinated-dumbbell-triceps-extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Triceps
One Arm Supinated Dumbbell Triceps Extension,https://www.bodybuilding.com/exercises/one-arm-supinated-dumbbell-triceps-extension,https://www.bodybuilding.com/exercises/exerciseImages/sequences/362/Male/m/362_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/362/Male/m/362_2.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Triceps
One Half Locust,,,,,,,Quadriceps
One Handed Hang,,,,,,,Lats
One Knee To Chest,,,,,,,Glutes
One-Arm Dumbbell Row,https://www.bodybuilding.com/exercises/one-arm-dumbbell-row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13e-single-arm-bench-dumbbell-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13e-single-arm-bench-dumbbell-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Middle Back
One-Arm Flat Bench Dumbbell Flye,,,,,,,Chest
One-Arm Kettlebell Floor Press,,,,,,,Chest
One-Arm Kettlebell Para Press,,,,,,,Shoulders
One-Arm Kettlebell Row,,,,,,,Middle Back
One-Arm Kettlebell Split Snatch,,,,,,,Shoulders
One-Arm Long Bar Row,https://www.bodybuilding.com/exercises/one-arm-long-bar-row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-124s-single-arm-landmine-bent-over-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-124s-single-arm-landmine-bent-over-row-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Middle Back
One-Arm Open Palm Kettlebell Clean,,,,,,,Hamstrings
Otis-Up,https://www.bodybuilding.com/exercises/otis-up,,,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,Abdominals
Over bench jump,,,,,,,Quadriceps
Overhand Cable Curl,,,,,,,Null
Overhead Lat,,,,,,,Lats
Overhead Squat,,,,,,,Null
Overhead Stretch,,,,,,,Abdominals
Overhead Triceps,,,,,,,Triceps
Overhead bar front raise,,,,,,,Shoulders
Overhead cable curl,https://www.bodybuilding.com/exercises/overhead-cable-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Biceps
Overhead dumbbell front raise,https://www.bodybuilding.com/exercises/standing-dumbbell-straight-arm-front-delt-raise-above-head,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17d-overhead-dumbbell-front-raise-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Overhead squat,,,,,,,Quadriceps
Pallof press,https://www.bodybuilding.com/exercises/pallof-press,,,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,Abdominals
Pallof press with rotation,,,,,,,Abdominals
Palms-Down Dumbbell Wrist Curl Over A Bench,https://www.bodybuilding.com/exercises/palms-down-dumbbell-wrist-curl-over-a-bench,,,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Forearms
Palms-Down Dumbbell Wrist Curl Over A Bench,https://www.bodybuilding.com/exercises/palms-down-dumbbell-wrist-curl-over-a-bench,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4/Male/m/4_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4/Male/m/4_2.jpg,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Forearms
Palms-Up Dumbbell Wrist Curl Over A Bench,https://www.bodybuilding.com/exercises/palms-up-dumbbell-wrist-curl-over-a-bench,,,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Forearms
Palms-down wrist curl over bench,https://www.bodybuilding.com/exercises/palms-down-wrist-curl-over-a-bench,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-62e-palms-down-wrist-curl-over-bench-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-62e-palms-down-wrist-curl-over-bench-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Forearms
Palms-out incline biceps curl,,,,,,,Biceps
Palms-up wrist curl over bench,https://www.bodybuilding.com/exercises/palms-up-barbell-wrist-curl-over-a-bench,,,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Forearms
Parallel Bar Dip,https://www.bodybuilding.com/exercises/parallel-bar-dip,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1m-triceps-dip-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1m-triceps-dip-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Triceps
Partner Facing Feet-Elevated Side Plank With Band Row,,,,,,,Middle Back
Partner farmer's walk,,,,,,,Forearms
Partner resistance standing twist-,,,,,,,Abdominals
Pass-through stretch with band,,,,,,,Chest
Pause Bench,,,,,,,Null
Pelvic Tilt Into Bridge,,,,,,,Lower Back
Pendelay Rows,,,,,,,Null
Pendlay Row,,,,,,,Middle Back
Perfect Push Up,,,,,,,Null
Peroneals Stretch,,,,,,,Calves
Peroneals-SMR,,,,,,,Calves
Pike Push Ups,,,,,,,Null
Pin Presses,,,,,,,Triceps
Piriformis SMR,,,,,,,Glutes
Pistol Squat,,,,,,,Null
Pistol squat,,,,,,,Quadriceps
Plank,,,,,,,Null
Plank,,,,,,,Null
Plate Pinch,https://www.bodybuilding.com/exercises/plate-pinch,,,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/other,Other,Forearms
Plate Twist,https://www.bodybuilding.com/exercises/plate-twist,https://www.bodybuilding.com/exercises/exerciseImages/sequences/106/Male/m/106_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/106/Male/m/106_2.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,Abdominals
Plate shoulder circle big to small,,,,,,,Shoulders
Plyo push-up,,,,,,,Chest
Posterior Tibialis Stretch,,,,,,,Calves
Power Clean,,,,,,,Null
Power Clean from Blocks,https://www.bodybuilding.com/exercises/power-clean-from-blocks,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Hamstrings
Power Partials,https://www.bodybuilding.com/exercises/power-partials,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Power Snatch,https://www.bodybuilding.com/exercises/power-snatch,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Hamstrings
Power clean,https://www.bodybuilding.com/exercises/power-clean,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25b-power-clean-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25b-power-clean-m4-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Hamstrings
Power snatch-,https://www.bodybuilding.com/exercises/snatch,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Quadriceps
Preacher Curl,https://www.bodybuilding.com/exercises/preacher-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-55s-ez-bar-preacher-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-55s-ez-bar-preacher-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Biceps
Preacher Curls,,,,,,,Null
Preacher Hammer Dumbbell Curl,https://www.bodybuilding.com/exercises/preacher-hammer-dumbbell-curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/155/Male/m/155_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/155/Male/m/155_2.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Biceps
Prone Manual Hamstring,,,,,,,Hamstrings
Prone Scapular Retraction - Arms at Side,,,,,,,Null
Pull Through,,,,,,,Glutes
Pull Ups on Machine,,,,,,,Null
Pull-up,https://www.bodybuilding.com/exercises/wide-grip-pull-up,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-92c-pull-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-92c-pull-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Lats
Pull-ups,,,,,,,Null
Pullups,https://www.bodybuilding.com/exercises/pullups,,,https://www.bodybuilding.com/exercises/muscle/lats,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Lats
Push Press,,,,,,,Null
Push Up to Side Plank,,,,,,,Chest
Push Ups,,,,,,,Null
Push-Up Wide,,,,,,,Chest
